precip,snowfall,max_temp,min_temp,mean_temp,doy
25.4,0.0,5.555555556,-5.555555556,0.0,301
5.08,0.0,8.888888889,0.5555555560000001,4.444444444,302
0.0,0.0,0.0,-7.222222222,-3.333333333,305
3.048,0.0,5.0,-7.777777778,-1.111111111,306
11.43,7.62,5.555555556,0.5555555560000001,3.333333333,307
0.0,2.54,-3.888888889,-10.55555556,-7.222222222,312
4.3180000000000005,7.62,3.888888889,-3.888888889,0.0,316
3.302,7.62,3.333333333,-0.5555555560000001,1.111111111,317
6.096,12.7,0.0,-5.555555556,-2.777777778,318
0.762,0.0,15.0,0.5555555560000001,7.777777778,321
0.0,0.0,3.333333333,-3.333333333,0.0,322
0.0,0.0,0.0,-2.222222222,-1.111111111,323
0.254,0.0,12.22222222,0.5555555560000001,6.666666667,326
0.762,2.54,-2.222222222,-4.444444444,-3.333333333,328
2.032,10.16,7.777777778,-3.333333333,2.222222222,329
0.0,0.0,10.0,3.333333333,6.666666667,333
0.0,0.0,10.0,6.666666667,8.333333332999999,334
0.0,0.0,6.666666667,3.333333333,5.0,335
4.064,2.54,0.0,-6.1111111110000005,-3.333333333,337
0.0,0.0,6.1111111110000005,3.888888889,4.444444444,339
0.0,0.0,5.0,1.111111111,3.333333333,340
0.0,0.0,2.777777778,-1.666666667,0.5555555560000001,342
0.0,0.0,-1.111111111,-7.222222222,-4.444444444,343
0.0,0.0,-4.444444444,-11.11111111,-7.777777778,344
0.0,0.0,-6.666666667,-11.11111111,-8.888888889,345
2.54,2.54,-4.444444444,-10.55555556,-7.777777778,346
0.0,2.54,-5.555555556,-10.0,-7.777777778,347
0.0,2.54,-3.333333333,-10.0,-6.666666667,348
0.0,0.0,3.333333333,-2.777777778,0.0,349
0.0,0.0,2.777777778,-3.888888889,-0.5555555560000001,350
0.0,0.0,-3.888888889,-10.55555556,-7.222222222,351
13.462,0.0,10.0,-11.11111111,-0.5555555560000001,352
0.508,5.08,4.444444444,-2.777777778,1.111111111,353
15.24,7.62,2.222222222,-3.333333333,-0.5555555560000001,354
3.048,7.62,-3.333333333,-10.55555556,-6.666666667,355
0.0,7.62,-5.0,-11.66666667,-8.333333332999999,356
0.0,7.62,-11.66666667,-15.55555556,-13.33333333,358
0.0,7.62,-4.444444444,-13.33333333,-8.888888889,360
0.0,7.62,-1.666666667,-12.22222222,-6.666666667,361
0.0,5.08,-5.0,-11.11111111,-7.777777778,362
0.508,0.0,-2.777777778,-10.0,-6.1111111110000005,363
0.0,2.54,-8.888888889,-14.44444444,-11.66666667,364
0.0,2.54,-6.1111111110000005,-10.0,-7.777777778,365
0.0,2.54,-1.666666667,-13.88888889,-7.777777778,1
0.0,5.08,2.222222222,-1.111111111,0.5555555560000001,3
0.0,0.0,3.333333333,0.0,1.666666667,4
0.0,0.0,5.555555556,1.111111111,3.333333333,5
0.0,0.0,8.888888889,2.222222222,5.555555556,8
0.0,0.0,6.666666667,3.333333333,5.0,9
0.0,0.0,6.1111111110000005,2.222222222,4.444444444,10
0.0,0.0,1.666666667,-7.222222222,-2.777777778,11
0.0,0.0,-6.666666667,-10.55555556,-8.888888889,12
0.0,0.0,-6.666666667,-11.66666667,-8.888888889,13
0.0,0.0,4.444444444,-11.11111111,-3.333333333,14
0.0,0.0,3.888888889,-1.666666667,1.111111111,15
0.0,0.0,2.222222222,-2.222222222,0.0,16
0.0,0.0,3.888888889,-3.888888889,0.0,17
0.0,0.0,8.888888889,1.666666667,5.555555556,18
0.0,0.0,9.444444444,4.444444444,6.666666667,20
0.0,0.0,5.0,0.0,2.222222222,21
0.0,0.0,3.333333333,0.5555555560000001,2.222222222,22
0.0,0.0,7.222222222,0.5555555560000001,3.888888889,23
0.0,0.0,4.444444444,-3.888888889,0.0,24
0.0,0.0,-2.222222222,-8.888888889,-5.555555556,25
0.0,0.0,-5.0,-11.11111111,-7.777777778,26
0.0,0.0,3.888888889,-9.444444444,-2.777777778,27
0.0,0.0,0.5555555560000001,-3.888888889,-1.666666667,35
0.254,0.0,-1.111111111,-6.666666667,-3.888888889,36
0.0,0.0,4.444444444,-5.0,0.0,37
0.508,5.08,-3.888888889,-12.22222222,-7.777777778,39
1.27,2.54,0.5555555560000001,-15.55555556,-7.777777778,43
2.032,12.7,0.0,-5.555555556,-2.777777778,44
0.0,12.7,-5.555555556,-14.44444444,-10.0,45
1.016,7.62,6.666666667,-13.88888889,-3.333333333,46
6.604,7.62,2.222222222,-7.222222222,-2.222222222,47
1.524,7.62,-7.222222222,-8.888888889,-7.777777778,48
2.54,12.7,-6.666666667,-13.33333333,-10.0,49
0.508,20.32,-5.0,-15.0,-10.0,50
1.778,20.32,-2.222222222,-7.222222222,-4.444444444,51
3.556,20.32,-6.1111111110000005,-13.33333333,-10.0,52
0.0,20.32,-11.11111111,-17.22222222,-14.44444444,53
0.0,20.32,-9.444444444,-18.88888889,-14.44444444,54
1.016,20.32,-2.777777778,-12.22222222,-7.777777778,55
20.32,22.86,0.0,-14.44444444,-7.222222222,56
0.0,25.4,-10.55555556,-18.88888889,-14.44444444,57
0.762,27.94,2.222222222,-10.0,-3.888888889,59
4.8260000000000005,5.08,0.5555555560000001,-4.444444444,-2.222222222,60
54.102,33.02,1.666666667,-2.777777778,-0.5555555560000001,61
7.62,43.18,2.222222222,-7.222222222,-2.222222222,62
7.62,43.18,3.888888889,-12.22222222,-4.444444444,63
7.874,20.32,5.0,-5.555555556,0.0,64
2.032,25.4,-0.5555555560000001,-17.22222222,-8.888888889,67
0.254,17.78,-5.0,-17.22222222,-11.11111111,68
0.0,20.32,-12.77777778,-20.55555556,-16.66666667,69
0.0,20.32,-15.0,-23.33333333,-18.88888889,71
0.0,20.32,-11.66666667,-26.11111111,-18.88888889,73
0.0,20.32,-12.77777778,-25.55555556,-18.88888889,74
0.0,20.32,-12.22222222,-26.11111111,-18.88888889,75
0.0,20.32,-11.11111111,-25.55555556,-18.33333333,76
0.0,20.32,1.111111111,-18.88888889,-8.888888889,77
0.0,17.78,5.0,-4.444444444,0.0,80
0.0,17.78,8.333333332999999,-7.222222222,0.5555555560000001,81
0.0,12.7,10.0,2.222222222,6.1111111110000005,82
1.524,7.62,-0.5555555560000001,-9.444444444,-5.0,88
0.0,0.0,-2.222222222,-10.55555556,-6.666666667,94
0.508,7.62,-5.0,-11.66666667,-8.333333332999999,102
19.05,10.16,2.222222222,-1.666666667,0.0,106
8.128,15.24,0.5555555560000001,-6.1111111110000005,-2.777777778,107
0.0,5.08,-2.222222222,-11.11111111,-6.666666667,110
0.0,5.08,0.5555555560000001,-7.777777778,-3.333333333,111
0.0,2.54,-3.333333333,-11.11111111,-7.222222222,113
4.572,2.54,0.5555555560000001,-3.333333333,-1.111111111,119
2.7939999999999996,2.54,6.666666667,-2.222222222,2.222222222,123
3.048,5.08,2.777777778,-3.333333333,0.0,125
0.0,7.62,5.555555556,-1.111111111,2.222222222,126
0.0,5.08,3.333333333,-6.666666667,-1.666666667,127
0.0,2.54,5.555555556,-3.888888889,1.111111111,128
1.524,5.08,4.444444444,-1.666666667,1.111111111,135
0.0,0.0,7.222222222,-3.333333333,2.222222222,138
0.0,0.0,6.666666667,-3.333333333,1.666666667,139
0.0,0.0,12.77777778,-1.111111111,5.555555556,140
